product_barcode,product_name,replacement_rank,replacement_barcode,replacement_name,replacement_reason,price_difference,replacement_score
8906000000292,Dhampur Sugar Fresh 1kg,3,8906000000170,Dhampur Sugar Value Pack 5kg,Same subcategory,113.85,59.615
8906000000293,McCain Frozen Snacks Regular 400g,1,8906000000480,McCain Frozen Snacks Regular 400g,Same subcategory,1.8,86.82
8906000000293,McCain Frozen Snacks Regular 400g,2,8906000000286,McCain Frozen Snacks Family Pack 1kg,Same subcategory,-25.2,76.48
8906000000293,McCain Frozen Snacks Regular 400g,3,8906000000022,McCain Frozen Snacks Jumbo 400g,Same subcategory,-38.7,67.13
8906000000294,Bisleri Water Mini 500ml,1,8906000000408,Aquafina Water Family Pack 2L,Same subcategory,0.6,86.94
8906000000294,Bisleri Water Mini 500ml,2,8906000000016,Aquafina Water Family Pack 500ml,Same subcategory,-1.0,78.9
8906000000294,Bisleri Water Mini 500ml,3,8906000000003,Bailey Water Lite 1L,Same subcategory,1.37,70.863
8906000000295,Nivea Body Wash Lite 500ml,1,8906000000428,Dove Body Wash Mini 250ml,Same subcategory,-29.67,84.033
8906000000295,Nivea Body Wash Lite 500ml,2,8906000000032,Pears Body Wash Regular 500ml,Same subcategory,-56.1,73.39
8906000000295,Nivea Body Wash Lite 500ml,3,8906000000111,Nivea Body Wash Original 250ml,Same subcategory,-123.76,58.624
8906000000296,Nescafe Coffee Fresh 50g,1,8906000000020,Continental Coffee Lite 100g,Same subcategory,-1.78,86.822
8906000000296,Nescafe Coffee Fresh 50g,2,8906000000030,Nescafe Coffee Value Pack 50g,Same subcategory,-20.6,76.94
8906000000296,Nescafe Coffee Fresh 50g,3,8906000000419,Nescafe Coffee Mini 50g,Same subcategory,102.6,60.74
8906000000297,Cinthol Talcum Powder Fresh 300g,1,8906000000423,Ponds Talcum Powder Value Pack 100g,Same subcategory,25.6,84.44
8906000000297,Cinthol Talcum Powder Fresh 300g,2,8906000000230,Navratna Talcum Powder Regular 300g,Same subcategory,-112.15,67.785
8906000000297,Cinthol Talcum Powder Fresh 300g,3,8906000000368,Cinthol Talcum Powder Classic 100g,Same subcategory,-140.8,56.92
8906000000298,Local Bakery Bread Jumbo 700g,1,8906000000133,Britannia Bread Regular 400g,Same subcategory,2.27,86.773
8906000000298,Local Bakery Bread Jumbo 700g,2,8906000000185,Britannia Bread Regular 700g,Same subcategory,-17.75,77.225
8906000000298,Local Bakery Bread Jumbo 700g,3,8906000000259,Harvest Gold Bread Fresh 400g,Same subcategory,-29.2,68.08
8906000000299,Fortune Dal Mini 500g,1,8906000000035,Fortune Dal Fresh 1kg,Same subcategory,-6.65,86.335
8906000000299,Fortune Dal Mini 500g,2,8906000000469,24 Mantra Dal Value Pack 500g,Same subcategory,15.44,77.456
8906000000299,Fortune Dal Mini 500g,3,8906000000464,24 Mantra Dal Jumbo 1kg,Same subcategory,-22.4,68.76
8906000000300,Stayfree Sanitary Care Original 15pc,1,8906000000410,Whisper Sanitary Care Premium 15pc,Same subcategory,8.56,86.144
8906000000300,Stayfree Sanitary Care Original 15pc,2,8906000000049,Sofy Sanitary Care Jumbo 30pc,Same subcategory,-10.44,77.956
8906000000300,Stayfree Sanitary Care Original 15pc,3,8906000000015,Sofy Sanitary Care Premium 30pc,Same subcategory,39.56,67.044
8906000000301,24 Mantra Dal Family Pack 2kg,1,8906000000482,Tata Sampann Dal Original 500g,Same subcategory,-3.84,86.616
8906000000301,24 Mantra Dal Family Pack 2kg,2,8906000000463,Tata Sampann Dal Family Pack 1kg,Same subcategory,4.85,78.515
8906000000301,24 Mantra Dal Family Pack 2kg,3,8906000000180,Local Mill Dal Value Pack 500g,Same subcategory,5.21,70.479
8906000000302,Tata Sampann Poha Mini 500g,1,8906000000359,Organic Tattva Poha Classic 1kg,Same subcategory,-3.05,86.695
8906000000302,Tata Sampann Poha Mini 500g,2,8906000000161,Organic Tattva Poha Family Pack 500g,Same subcategory,11.39,77.861
8906000000302,Tata Sampann Poha Mini 500g,3,8906000000238,Local Mill Poha Family Pack 500g,Same subcategory,46.55,66.345
8906000000303,Knorr Noodles Regular 140g,1,8906000000168,Yippee Noodles Mini 140g,Same subcategory,6.75,86.325
8906000000303,Knorr Noodles Regular 140g,2,8906000000171,Knorr Noodles Regular 70g,Same subcategory,8.05,78.195
8906000000303,Knorr Noodles Regular 140g,3,8906000000313,Yippee Noodles Value Pack 280g,Same subcategory,-16.05,69.395
8906000000304,Saffola Honey Lite 500g,1,8906000000457,Patanjali Honey Mini 500g,Same subcategory,-17.81,85.219
8906000000304,Saffola Honey Lite 500g,2,8906000000271,Patanjali Honey Premium 500g,Same subcategory,25.35,76.465
8906000000304,Saffola Honey Lite 500g,3,8906000000380,Saffola Honey Classic 500g,Same subcategory,46.0,66.4
8906000000305,Rin Detergent Premium 2kg,1,8906000000486,Surf Excel Detergent Jumbo 2kg,Same subcategory,5.45,86.455
8906000000305,Rin Detergent Premium 2kg,2,8906000000054,Tide Detergent Family Pack 2kg,Same subcategory,11.3,77.87
8906000000305,Rin Detergent Premium 2kg,3,8906000000198,Rin Detergent Regular 500g,Same subcategory,-43.05,66.695
8906000000306,Lizol Floor Cleaner Mini 2L,1,8906000000288,Comfort Fabric Care Classic 1L,Same category fallback,9.1,86.09
8906000000306,Lizol Floor Cleaner Mini 2L,2,8906000000109,Sanifresh Toilet Cleaner Regular 500ml,Same category fallback,-15.0,77.5
8906000000306,Lizol Floor Cleaner Mini 2L,3,8906000000398,Rin Detergent Classic 1kg,Same category fallback,-21.63,68.837
8906000000307,Maggi Pasta Original 500g,1,8906000000446,Maggi Pasta Original 200g,Same subcategory,29.0,84.1
8906000000307,Maggi Pasta Original 500g,2,8906000000206,Del Monte Pasta Lite 500g,Same subcategory,30.0,76.0
8906000000307,Maggi Pasta Original 500g,3,8906000000493,Maggi Pasta Family Pack 200g,Same subcategory,42.4,66.76
8906000000308,Colgate Toothpaste Jumbo 80g,1,8906000000491,Listerine Mouthwash Original 250ml,Same category fallback,-2.17,86.783
8906000000308,Colgate Toothpaste Jumbo 80g,2,8906000000081,Oral-B Toothbrush Value Pack 1pc,Same category fallback,-8.82,78.118
8906000000308,Colgate Toothpaste Jumbo 80g,3,8906000000421,Listerine Mouthwash Original 250ml,Same category fallback,-11.67,69.833
8906000000309,Rajdhani Suji Fresh 1kg,1,8906000000409,Local Mill Suji Value Pack 500g,Same subcategory,26.0,84.4
8906000000309,Rajdhani Suji Fresh 1kg,2,8906000000239,Rajdhani Suji Premium 500g,Same subcategory,27.75,76.225
8906000000309,Rajdhani Suji Fresh 1kg,3,8906000000042,Rajdhani Suji Jumbo 1kg,Same subcategory,29.95,68.005
8906000000310,Kinley Water Family Pack 1L,1,8906000000274,Bisleri Water Premium 1L,Same subcategory,-1.5,86.85
8906000000310,Kinley Water Family Pack 1L,2,8906000000324,Kinley Water Regular 500ml,Same subcategory,-2.4,78.76
8906000000310,Kinley Water Family Pack 1L,3,8906000000008,Kinley Water Classic 500ml,Same subcategory,2.45,70.755
8906000000311,Bagrry's Cereal Premium 1kg,1,8906000000197,Soulfull Cereal Family Pack 250g,Same subcategory,4.31,86.569
8906000000311,Bagrry's Cereal Premium 1kg,2,8906000000227,Kellogg's Cereal Original 1kg,Same subcategory,15.56,77.444
8906000000311,Bagrry's Cereal Premium 1kg,3,8906000000249,Bagrry's Cereal Value Pack 250g,Same subcategory,40.46,66.954
8906000000312,Quaker Oats Jumbo 1kg,1,8906000000093,Kellogg's Oats Family Pack 1kg,Same subcategory,118.0,75.2
8906000000312,Quaker Oats Jumbo 1kg,2,8906000000162,Saffola Oats Classic 400g,Same subcategory,130.6,65.94
8906000000312,Quaker Oats Jumbo 1kg,3,8906000000210,Kellogg's Oats Regular 1kg,Same subcategory,147.1,56.29
8906000000313,Yippee Noodles Value Pack 280g,1,8906000000097,Top Ramen Noodles Original 140g,Same subcategory,-4.65,86.535
8906000000313,Yippee Noodles Value Pack 280g,2,8906000000218,Yippee Noodles Regular 70g,Same subcategory,-14.45,77.555
8906000000313,Yippee Noodles Value Pack 280g,3,8906000000303,Knorr Noodles Regular 140g,Same subcategory,16.05,69.395
8906000000314,Red Label Tea Premium 250g,1,8906000000214,Tata Tea Tea Regular 500g,Same subcategory,17.0,85.3
8906000000314,Red Label Tea Premium 250g,2,8906000000341,Wagh Bakri Tea Mini 500g,Same subcategory,-87.16,70.284
8906000000314,Red Label Tea Premium 250g,3,8906000000348,Society Tea Premium 1kg,Same subcategory,88.6,62.14
8906000000315,Apis Honey Classic 250g,1,8906000000332,Apis Honey Fresh 250g,Same subcategory,-15.88,85.412
8906000000315,Apis Honey Classic 250g,2,8906000000339,Saffola Honey Value Pack 250g,Same subcategory,19.12,77.088
8906000000315,Apis Honey Classic 250g,3,8906000000115,Dabur Honey Original 500g,Same subcategory,-39.88,67.012
8906000000316,Harpic Toilet Cleaner Value Pack 1L,1,8906000000031,Harpic Toilet Cleaner Classic 500ml,Same subcategory,8.9,86.11
8906000000316,Harpic Toilet Cleaner Value Pack 1L,2,8906000000052,Harpic Toilet Cleaner Original 1L,Same subcategory,-25.85,76.415
8906000000316,Harpic Toilet Cleaner Value Pack 1L,3,8906000000390,Sanifresh Toilet Cleaner Jumbo 1L,Same subcategory,44.35,66.565
8906000000317,Wagh Bakri Tea Family Pack 1kg,1,8906000000113,Wagh Bakri Tea Jumbo 500g,Same subcategory,0.75,86.925
8906000000317,Wagh Bakri Tea Family Pack 1kg,2,8906000000496,Wagh Bakri Tea Lite 250g,Same subcategory,41.05,74.895
8906000000317,Wagh Bakri Tea Family Pack 1kg,3,8906000000341,Wagh Bakri Tea Mini 500g,Same subcategory,86.24,62.376
8906000000318,Garnier Hair Color Value Pack 1pc,1,8906000000455,L'Oreal Hair Color Value Pack 1pc,Same subcategory,45.6,82.44
8906000000318,Garnier Hair Color Value Pack 1pc,2,8906000000009,Godrej Hair Color Premium 1pc,Same subcategory,-75.36,71.464
8906000000318,Garnier Hair Color Value Pack 1pc,3,8906000000028,Garnier Hair Color Mini 1pc,Same subcategory,-147.65,56.235
8906000000319,Thums Up Soft Drinks Original 2L,1,8906000000075,Pepsi Soft Drinks Fresh 600ml,Same subcategory,-10.1,85.99
8906000000319,Thums Up Soft Drinks Original 2L,2,8906000000440,Pepsi Soft Drinks Regular 600ml,Same subcategory,12.19,77.781
8906000000319,Thums Up Soft Drinks Original 2L,3,8906000000472,Fanta Soft Drinks Regular 1.25L,Same subcategory,-17.91,69.209
8906000000320,Gowardhan Butter Mini 100g,1,8906000000124,Amul Butter Original 100g,Same subcategory,-29.96,84.004
8906000000320,Gowardhan Butter Mini 100g,2,8906000000142,Gowardhan Butter Mini 100g,Same subcategory,43.0,74.7
8906000000320,Gowardhan Butter Mini 100g,3,8906000000055,Amul Butter Lite 100g,Same subcategory,49.0,66.1
8906000000321,B Natural Juices Jumbo 1L,1,8906000000025,Tropicana Juices Value Pack 1L,Same subcategory,-1.57,86.843
8906000000321,B Natural Juices Jumbo 1L,2,8906000000092,Real Juices Value Pack 200ml,Same subcategory,-12.73,77.727
8906000000321,B Natural Juices Jumbo 1L,3,8906000000258,Real Juices Regular 200ml,Same subcategory,-30.4,67.96
8906000000322,Tata Salt Salt Lite 1kg,1,8906000000140,Aashirvaad Salt Salt Regular 1kg,Same subcategory,19.13,85.087
8906000000322,Tata Salt Salt Lite 1kg,2,8906000000090,Saffola Salt Salt Classic 1kg,Same subcategory,-101.8,68.82
8906000000322,Tata Salt Salt Lite 1kg,3,8906000000252,Aashirvaad Salt Salt Mini 1kg,Same subcategory,-127.8,58.22
8906000000323,Sunfeast Glucose Glucose Biscuits Original 250g,1,8906000000427,Parle-G Glucose Biscuits Value Pack 150g,Same subcategory,-8.25,86.175
8906000000323,Sunfeast Glucose Glucose Biscuits Original 250g,2,8906000000146,Britannia Tiger Glucose Biscuits Premium 250g,Same subcategory,9.5,78.05
8906000000323,Sunfeast Glucose Glucose Biscuits Original 250g,3,8906000000478,Britannia Tiger Glucose Biscuits Regular 80g,Same subcategory,-12.35,69.765
8906000000324,Kinley Water Regular 500ml,1,8906000000274,Bisleri Water Premium 1L,Same subcategory,0.9,86.91
8906000000324,Kinley Water Regular 500ml,2,8906000000310,Kinley Water Family Pack 1L,Same subcategory,2.4,78.76
8906000000324,Kinley Water Regular 500ml,3,8906000000158,Kinley Water Fresh 1L,Same subcategory,-4.6,70.54
8906000000325,Nippo Batteries Fresh 2pc,1,8906000000234,Duracell Batteries Mini 4pc,Same subcategory,-11.45,85.855
8906000000325,Nippo Batteries Fresh 2pc,2,8906000000240,Eveready Batteries Original 4pc,Same subcategory,25.0,76.5
8906000000325,Nippo Batteries Fresh 2pc,3,8906000000026,Duracell Batteries Regular 4pc,Same subcategory,28.31,68.169
8906000000326,Eveready Batteries Jumbo 2pc,1,8906000000026,Duracell Batteries Regular 4pc,Same subcategory,-10.09,85.991
8906000000326,Eveready Batteries Jumbo 2pc,2,8906000000058,Eveready Batteries Premium 4pc,Same subcategory,12.35,77.765
8906000000326,Eveready Batteries Jumbo 2pc,3,8906000000240,Eveready Batteries Original 4pc,Same subcategory,-13.4,69.66
8906000000327,Pampers Baby Care Family Pack 100ml,1,8906000000280,MamyPoko Baby Care Family Pack 200ml,Same subcategory,25.15,84.485
8906000000327,Pampers Baby Care Family Pack 100ml,2,8906000000219,MamyPoko Baby Care Original 100ml,Same subcategory,-42.91,74.709
8906000000327,Pampers Baby Care Family Pack 100ml,3,8906000000434,Pampers Baby Care Mini 200ml,Same subcategory,-75.15,63.485
8906000000328,Listerine Mouthwash Lite 250ml,1,8906000000149,Listerine Mouthwash Classic 250ml,Same subcategory,-3.86,86.614
8906000000328,Listerine Mouthwash Lite 250ml,2,8906000000421,Listerine Mouthwash Original 250ml,Same subcategory,26.55,76.345
8906000000328,Listerine Mouthwash Lite 250ml,3,8906000000386,Colgate Mouthwash Premium 250ml,Same subcategory,-29.7,68.03
8906000000329,Dove Conditioner Regular 175ml,1,8906000000371,Dove Conditioner Family Pack 80ml,Same subcategory,31.8,83.82
8906000000329,Dove Conditioner Regular 175ml,2,8906000000391,L'Oreal Conditioner Premium 175ml,Same subcategory,31.8,75.82
8906000000329,Dove Conditioner Regular 175ml,3,8906000000335,Tresemme Conditioner Fresh 175ml,Same subcategory,48.4,66.16
8906000000330,Dove Conditioner Mini 175ml,1,8906000000335,Tresemme Conditioner Fresh 175ml,Same subcategory,-0.8,86.92
8906000000330,Dove Conditioner Mini 175ml,2,8906000000371,Dove Conditioner Family Pack 80ml,Same subcategory,-17.4,77.26
8906000000330,Dove Conditioner Mini 175ml,3,8906000000391,L'Oreal Conditioner Premium 175ml,Same subcategory,-17.4,69.26
8906000000331,Too Yumm Chips Fresh 52g,1,8906000000441,Kurkure Chips Regular 90g,Same subcategory,7.8,86.22
8906000000331,Too Yumm Chips Fresh 52g,2,8906000000263,Too Yumm Chips Fresh 90g,Same subcategory,-47.25,74.275
8906000000331,Too Yumm Chips Fresh 52g,3,8906000000066,Bingo Chips Lite 150g,Same subcategory,-49.2,66.08
8906000000332,Apis Honey Fresh 250g,1,8906000000315,Apis Honey Classic 250g,Same subcategory,15.88,85.412
8906000000332,Apis Honey Fresh 250g,2,8906000000115,Dabur Honey Original 500g,Same subcategory,-24.0,76.6
8906000000332,Apis Honey Fresh 250g,3,8906000000339,Saffola Honey Value Pack 250g,Same subcategory,35.0,67.5
8906000000333,Tata Sampann Dal Jumbo 2kg,1,8906000000180,Local Mill Dal Value Pack 500g,Same subcategory,-4.54,86.546
8906000000333,Tata Sampann Dal Jumbo 2kg,2,8906000000463,Tata Sampann Dal Family Pack 1kg,Same subcategory,-4.9,78.51
8906000000333,Tata Sampann Dal Jumbo 2kg,3,8906000000301,24 Mantra Dal Family Pack 2kg,Same subcategory,-9.75,70.025
8906000000334,Mr Muscle Floor Cleaner Premium 500ml,1,8906000000290,Pril Dishwash Mini 750ml,Same category fallback,-2.35,86.765
8906000000334,Mr Muscle Floor Cleaner Premium 500ml,2,8906000000031,Harpic Toilet Cleaner Classic 500ml,Same category fallback,-7.05,78.295
8906000000334,Mr Muscle Floor Cleaner Premium 500ml,3,8906000000388,Tide Detergent Classic 2kg,Same category fallback,14.8,69.52
8906000000335,Tresemme Conditioner Fresh 175ml,1,8906000000330,Dove Conditioner Mini 175ml,Same subcategory,0.8,86.92
8906000000335,Tresemme Conditioner Fresh 175ml,2,8906000000371,Dove Conditioner Family Pack 80ml,Same subcategory,-16.6,77.34
8906000000335,Tresemme Conditioner Fresh 175ml,3,8906000000391,L'Oreal Conditioner Premium 175ml,Same subcategory,-16.6,69.34
8906000000336,Gowardhan Butter Premium 500g,1,8906000000144,Amul Butter Jumbo 100g,Same subcategory,-5.55,86.445
8906000000336,Gowardhan Butter Premium 500g,2,8906000000091,Amul Butter Family Pack 100g,Same subcategory,18.48,77.152
8906000000336,Gowardhan Butter Premium 500g,3,8906000000201,Britannia Butter Lite 500g,Same subcategory,-32.2,67.78
8906000000337,Maggi Soup Fresh 100g,1,8906000000474,Knorr Soup Lite 100g,Same subcategory,30.49,83.951
8906000000337,Maggi Soup Fresh 100g,2,8906000000282,Knorr Soup Fresh 45g,Same subcategory,-53.9,73.61
8906000000337,Maggi Soup Fresh 100g,3,8906000000431,Knorr Soup Regular 45g,Same subcategory,60.1,64.99
8906000000338,Gowardhan Milk Original 1L,1,8906000000395,Amul Milk Lite 500ml,Same subcategory,-4.75,86.525
8906000000338,Gowardhan Milk Original 1L,2,8906000000223,Mother Dairy Milk Mini 500ml,Same subcategory,-6.65,78.335
8906000000338,Gowardhan Milk Original 1L,3,8906000000221,Gowardhan Milk Premium 1L,Same subcategory,-17.1,69.29
8906000000339,Saffola Honey Value Pack 250g,1,8906000000315,Apis Honey Classic 250g,Same subcategory,-19.12,85.088
8906000000339,Saffola Honey Value Pack 250g,2,8906000000332,Apis Honey Fresh 250g,Same subcategory,-35.0,75.5
8906000000339,Saffola Honey Value Pack 250g,3,8906000000004,Apis Honey Family Pack 500g,Same subcategory,58.32,65.168
8906000000340,Maggi Soup Value Pack 45g,1,8906000000021,Maggi Soup Original 100g,Same subcategory,-15.15,85.485
8906000000340,Maggi Soup Value Pack 45g,2,8906000000281,Knorr Soup Family Pack 100g,Same subcategory,75.15,71.485
8906000000340,Maggi Soup Value Pack 45g,3,8906000000282,Knorr Soup Fresh 45g,Same subcategory,82.45,62.755
8906000000341,Wagh Bakri Tea Mini 500g,1,8906000000496,Wagh Bakri Tea Lite 250g,Same subcategory,-45.19,82.481
8906000000341,Wagh Bakri Tea Mini 500g,2,8906000000113,Wagh Bakri Tea Jumbo 500g,Same subcategory,-85.49,70.451
8906000000341,Wagh Bakri Tea Mini 500g,3,8906000000317,Wagh Bakri Tea Family Pack 1kg,Same subcategory,-86.24,62.376
8906000000342,24 Mantra Dal Original 1kg,1,8906000000006,Tata Sampann Dal Regular 2kg,Same subcategory,13.0,85.7
8906000000342,24 Mantra Dal Original 1kg,2,8906000000333,Tata Sampann Dal Jumbo 2kg,Same subcategory,-21.3,76.87
8906000000342,24 Mantra Dal Original 1kg,3,8906000000180,Local Mill Dal Value Pack 500g,Same subcategory,-25.84,68.416
8906000000343,Local Farm Eggs Regular 12pc,1,8906000000102,Farm Fresh Eggs Lite 6pc,Same subcategory,0.4,86.96
8906000000343,Local Farm Eggs Regular 12pc,2,8906000000107,Suguna Eggs Lite 12pc,Same subcategory,-0.65,78.935
8906000000343,Local Farm Eggs Regular 12pc,3,8906000000497,Suguna Eggs Classic 12pc,Same subcategory,2.94,70.706
8906000000344,Eveready Batteries Regular 4pc,1,8906000000283,Eveready Batteries Lite 2pc,Same subcategory,36.36,83.364
8906000000344,Eveready Batteries Regular 4pc,2,8906000000429,Eveready Batteries Original 4pc,Same subcategory,43.6,74.64
8906000000344,Eveready Batteries Regular 4pc,3,8906000000471,Nippo Batteries Classic 4pc,Same subcategory,-44.55,66.545
8906000000345,Ponds Face Wash Regular 50g,1,8906000000488,Ponds Face Wash Original 50g,Same subcategory,28.1,84.19
8906000000345,Ponds Face Wash Regular 50g,2,8906000000499,Nivea Face Wash Mini 150g,Same subcategory,31.0,75.9
8906000000345,Ponds Face Wash Regular 50g,3,8906000000141,Clean & Clear Face Wash Value Pack 100g,Same subcategory,31.25,67.875
8906000000346,Madhur Sugar Classic 5kg,1,8906000000170,Dhampur Sugar Value Pack 5kg,Same subcategory,13.2,85.68
8906000000346,Madhur Sugar Classic 5kg,2,8906000000420,Dhampur Sugar Value Pack 5kg,Same subcategory,19.91,77.009
8906000000346,Madhur Sugar Classic 5kg,3,8906000000451,Dhampur Sugar Family Pack 1kg,Same subcategory,-30.8,67.92
8906000000347,Dove Conditioner Value Pack 175ml,1,8906000000139,Dove Conditioner Original 340ml,Same subcategory,-4.5,86.55
8906000000347,Dove Conditioner Value Pack 175ml,2,8906000000378,L'Oreal Conditioner Jumbo 175ml,Same subcategory,-8.4,78.16
8906000000347,Dove Conditioner Value Pack 175ml,3,8906000000264,Dove Conditioner Lite 340ml,Same subcategory,-26.4,68.36
8906000000348,Society Tea Premium 1kg,1,8906000000266,Society Tea Family Pack 1kg,Same subcategory,44.3,82.57000000000001
8906000000348,Society Tea Premium 1kg,2,8906000000214,Tata Tea Tea Regular 500g,Same subcategory,-71.6,71.84
8906000000348,Society Tea Premium 1kg,3,8906000000314,Red Label Tea Premium 250g,Same subcategory,-88.6,62.14
8906000000349,Treat Cream Biscuits Value Pack 150g,1,8906000000143,Hide & Seek Cream Biscuits Mini 150g,Same subcategory,4.6,86.54
8906000000349,Treat Cream Biscuits Value Pack 150g,2,8906000000089,Hide & Seek Cream Biscuits Regular 150g,Same subcategory,10.59,77.941
8906000000349,Treat Cream Biscuits Value Pack 150g,3,8906000000061,Bourbon Cream Biscuits Jumbo 150g,Same subcategory,13.72,69.628
8906000000350,Dove Soap Lite 125g,1,8906000000128,Pears Soap Fresh 100g,Same subcategory,-1.0,86.9
8906000000350,Dove Soap Lite 125g,2,8906000000289,Santoor Soap Regular 75g,Same subcategory,3.0,78.7
8906000000350,Dove Soap Lite 125g,3,8906000000101,Medimix Soap Fresh 75g,Same subcategory,-12.95,69.705
8906000000351,Amul Curd Classic 1kg,1,8906000000057,Amul Curd Regular 400g,Same subcategory,-20.5,84.95
8906000000351,Amul Curd Classic 1kg,2,8906000000462,Gowardhan Curd Mini 1kg,Same subcategory,-41.26,74.874
8906000000351,Amul Curd Classic 1kg,3,8906000000027,Mother Dairy Curd Jumbo 1kg,Same subcategory,-91.6,61.84
8906000000352,Parle Small Snacks Family Pack 50g,1,8906000000477,Haldiram Small Snacks Value Pack 50g,Same subcategory,28.83,84.117
8906000000352,Parle Small Snacks Family Pack 50g,2,8906000000412,Parle Small Snacks Regular 100g,Same subcategory,-46.52,74.348
8906000000352,Parle Small Snacks Family Pack 50g,3,8906000000063,Parle Small Snacks Classic 100g,Same subcategory,80.68,62.932
8906000000353,Pepsi Soft Drinks Premium 250ml,1,8906000000148,Pepsi Soft Drinks Lite 2L,Same subcategory,0.6,86.94
8906000000353,Pepsi Soft Drinks Premium 250ml,2,8906000000244,Sprite Soft Drinks Family Pack 600ml,Same subcategory,-11.4,77.86
8906000000353,Pepsi Soft Drinks Premium 250ml,3,8906000000130,Sprite Soft Drinks Lite 250ml,Same subcategory,13.35,69.665
8906000000354,Tops Jam Mini 200g,1,8906000000466,Tops Jam Premium 500g,Same subcategory,17.1,85.29
8906000000354,Tops Jam Mini 200g,2,8906000000473,Tops Jam Regular 200g,Same subcategory,19.0,77.1
8906000000354,Tops Jam Mini 200g,3,8906000000019,Tops Jam Lite 500g,Same subcategory,-52.2,65.78
8906000000355,Treat Cream Biscuits Jumbo 100g,1,8906000000068,Bourbon Cream Biscuits Fresh 150g,Same subcategory,-3.75,86.625
8906000000355,Treat Cream Biscuits Jumbo 100g,2,8906000000209,Oreo Cream Biscuits Family Pack 100g,Same subcategory,-13.05,77.695
8906000000355,Treat Cream Biscuits Jumbo 100g,3,8906000000454,Hide & Seek Cream Biscuits Family Pack 100g,Same subcategory,-15.3,69.47
8906000000356,Local Farm Eggs Lite 12pc,1,8906000000107,Suguna Eggs Lite 12pc,Same subcategory,6.15,86.385
8906000000356,Local Farm Eggs Lite 12pc,2,8906000000343,Local Farm Eggs Regular 12pc,Same subcategory,6.8,78.32
8906000000356,Local Farm Eggs Lite 12pc,3,8906000000102,Farm Fresh Eggs Lite 6pc,Same subcategory,7.2,70.28
8906000000357,Go Cheese Regular 200g,1,8906000000358,Go Cheese Jumbo 200g,Same subcategory,-19.55,85.045
8906000000357,Go Cheese Regular 200g,2,8906000000173,Go Cheese Value Pack 200g,Same subcategory,67.85,72.215
8906000000357,Go Cheese Regular 200g,3,8906000000165,Go Cheese Classic 200g,Same subcategory,110.05,59.995000000000005
8906000000358,Go Cheese Jumbo 200g,1,8906000000357,Go Cheese Regular 200g,Same subcategory,19.55,85.045
8906000000358,Go Cheese Jumbo 200g,2,8906000000173,Go Cheese Value Pack 200g,Same subcategory,87.4,70.26
8906000000358,Go Cheese Jumbo 200g,3,8906000000165,Go Cheese Classic 200g,Same subcategory,129.6,58.04
8906000000359,Organic Tattva Poha Classic 1kg,1,8906000000302,Tata Sampann Poha Mini 500g,Same subcategory,3.05,86.695
8906000000359,Organic Tattva Poha Classic 1kg,2,8906000000161,Organic Tattva Poha Family Pack 500g,Same subcategory,14.44,77.556
8906000000359,Organic Tattva Poha Classic 1kg,3,8906000000238,Local Mill Poha Family Pack 500g,Same subcategory,49.6,66.04
8906000000360,Amul Butter Classic 500g,1,8906000000383,Gowardhan Butter Lite 100g,Same subcategory,-6.22,86.378
8906000000360,Amul Butter Classic 500g,2,8906000000500,Britannia Butter Fresh 500g,Same subcategory,25.65,76.435
8906000000360,Amul Butter Classic 500g,3,8906000000091,Amul Butter Family Pack 100g,Same subcategory,-34.92,67.508
8906000000361,Fiama Body Wash Value Pack 500ml,1,8906000000494,Pears Body Wash Classic 500ml,Same subcategory,16.9,85.31
8906000000361,Fiama Body Wash Value Pack 500ml,2,8906000000111,Nivea Body Wash Original 250ml,Same subcategory,29.24,76.076
8906000000361,Fiama Body Wash Value Pack 500ml,3,8906000000032,Pears Body Wash Regular 500ml,Same subcategory,96.9,61.31
8906000000362,Local Farm Eggs Value Pack 12pc,1,8906000000497,Suguna Eggs Classic 12pc,Same subcategory,-2.11,86.789
8906000000362,Local Farm Eggs Value Pack 12pc,2,8906000000102,Farm Fresh Eggs Lite 6pc,Same subcategory,-4.65,78.535
8906000000362,Local Farm Eggs Value Pack 12pc,3,8906000000343,Local Farm Eggs Regular 12pc,Same subcategory,-5.05,70.495
8906000000363,Amul Ice Cream Premium 1L,1,8906000000286,McCain Frozen Snacks Family Pack 1kg,Same category fallback,-6.6,86.34
8906000000363,Amul Ice Cream Premium 1L,2,8906000000293,McCain Frozen Snacks Regular 400g,Same category fallback,18.6,77.14
8906000000363,Amul Ice Cream Premium 1L,3,8906000000022,McCain Frozen Snacks Jumbo 400g,Same category fallback,-20.1,68.99
8906000000364,Bikaji Namkeen Value Pack 200g,1,8906000000043,Sunfeast Dark Fantasy Cookies Lite 120g,Same category fallback,-2.1,86.79
8906000000364,Bikaji Namkeen Value Pack 200g,2,8906000000011,Sunfeast Dark Fantasy Cookies Original 75g,Same category fallback,2.4,78.76
8906000000364,Bikaji Namkeen Value Pack 200g,3,8906000000189,Unibic Cookies Classic 75g,Same category fallback,-13.45,69.655
8906000000365,Act II Popcorn Mini 30g,1,8906000000242,4700BC Popcorn Value Pack 70g,Same subcategory,-1.7,86.83
8906000000365,Act II Popcorn Mini 30g,2,8906000000269,Cornitos Popcorn Jumbo 30g,Same subcategory,7.45,78.255
